NTPTime,speech,condition,robot,gesture,speech_eng,label_emotion,label_mood,scenario,TAG,emotion_arousal,emotion_valence,mood_arousal,mood_valence,emotion,mood,group,emotion_HRI
1921966.6188964844,Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment.,neutral,tiago,,"To remove mold, we have only this product in the store.",,during_mold_remover,mold_remover,,,,5,2,,HNVHA,,
1927677.5590820312,Möchten Sie den Schimmelentferner kaufen?,neutral,tiago,,Do you want to buy the mold remover?,,during_mold_remover,mold_remover,,,,5,2,,HNVHA,,
1932266.0300292969,Der Schimmelentferner kostet 6 Euro 10.,neutral,tiago,,The mold remover costs 6 euros 10 cents.,,during_mold_remover,mold_remover,,,,5,2,,HNVHA,,
1938303.296875,"Ok, ich werde ihnen die Flasche reichen und meine Hand öffnen. Bitte seien Sie bereit, die Flasche zu übernehmen.",neutral,tiago,,"Okay, I will hand over the bottle to you and open my hand. Please be prepared to take the bottle.",at_mold_remover_handover,during_mold_remover,mold_remover,,5.0,5.0,5,2,HPVHA,HNVHA,26.0,HPVHA
1945857.795166016,,neutral,tiago,grab,,at_mold_remover_handover,during_mold_remover,mold_remover,,5.0,5.0,5,2,HPVHA,HNVHA,26.0,
1952797.864013672,,neutral,tiago,handover,,at_mold_remover_handover,during_mold_remover,mold_remover,,5.0,5.0,5,2,HPVHA,HNVHA,26.0,
1959533.4819335933,,neutral,tiago,neutral,,at_mold_remover_handover,during_mold_remover,mold_remover,,5.0,5.0,5,2,HPVHA,HNVHA,26.0,
1962404.107910156,Kann ich Ihnen noch mit etwas helfen?,neutral,tiago,,Is there anything else I can help you with?,,,,,,,5,2,,HNVHA,,
1965767.4409179688,Dann auf Wiedersehen und einen schönen Tag!,neutral,tiago,,"Goodbye, and have a nice day!",at_goodbye,,goodbye,,4.0,5.0,5,2,HPVHA,HNVHA,28.0,HPVHA
3571710.0,,neutral,tiago,,,mood_post,mood_post,,second_baseline,4.0,5.0,4,4,HPVHA,HPVHA,,
3740671.0,,neutral,tiago,,,mood_post,mood_post,,second_baseline,4.0,5.0,4,4,HPVHA,HPVHA,,
