NTPTime,speech,condition,robot,gesture,speech_eng,label_emotion,label_mood,scenario,TAG,emotion_arousal,emotion_valence,mood_arousal,mood_valence,emotion,mood,group,emotion_HRI
1538450.0388183594,Dann benötige ich Ihren Namen und Ihre E-Mail-Adresse.,neutral,tiago,,"Then, I need your name and email address.",at_customeraccount_name,during_customeraccount,customeraccount,,4.0,3.0,4,2,NEUTRAL,HNVHA,18.0,NEUTRAL
1548373.4748535156,Vielen Dank.,neutral,tiago,,Thank you very much.,,during_customeraccount,customeraccount,,,,4,2,,HNVHA,,
1549750.123046875,"Das wars schon, der Rabatt wird ihnen automatisch an der Kasse angerechnet.",neutral,tiago,,That's it. The discount will be credited to you automatically at checkout.,,during_customeraccount,customeraccount,,,,4,2,,HNVHA,,
1555431.4477539062,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",neutral,tiago,,Is there anything else I can help you with on your shopping list?,,,,,,,4,2,,HNVHA,,
1563125.785888672,Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment.,neutral,tiago,,"To remove mold, we have only this product in the store.",,during_mold_remover,mold_remover,,,,4,2,,HNVHA,,
1571626.5510253906,Der Schimmelentferner entfernt nachhaltig jeden Schimmelpilz.,neutral,tiago,,The mold remover removes every mold sustainably,,during_mold_remover,mold_remover,,,,4,2,,HNVHA,,
1579703.9260253906,"Tut mir Leid, das weiß ich nicht.",neutral,tiago,,,,,,,,,4,2,,HNVHA,,
1585524.4099121094,"Ok, ich werde ihnen die Flasche reichen und meine Hand öffnen. Bitte seien Sie bereit, die Flasche zu übernehmen.",neutral,tiago,,"Okay, I will hand over the bottle to you and open my hand. Please be prepared to take the bottle.",at_mold_remover_handover,during_mold_remover,mold_remover,,3.0,4.0,4,2,NEUTRAL,HNVHA,25.0,NEUTRAL
1592270.6049804688,,neutral,tiago,grab,,at_mold_remover_handover,during_mold_remover,mold_remover,,3.0,4.0,4,2,NEUTRAL,HNVHA,25.0,
1599809.5261230469,,neutral,tiago,handover,,at_mold_remover_handover,during_mold_remover,mold_remover,,3.0,4.0,4,2,NEUTRAL,HNVHA,25.0,
1607452.2209472656,,neutral,tiago,neutral,,at_mold_remover_handover,during_mold_remover,mold_remover,,3.0,4.0,4,2,NEUTRAL,HNVHA,25.0,
1612035.0998535156,Kann ich Ihnen noch mit etwas helfen?,neutral,tiago,,Is there anything else I can help you with?,,,,,,,4,2,,HNVHA,,
1617562.014892578,Dann auf Wiedersehen und einen schönen Tag!,neutral,tiago,,"Goodbye, and have a nice day!",at_goodbye,,goodbye,,3.0,4.0,4,2,NEUTRAL,HNVHA,27.0,NEUTRAL
2967198.0,,neutral,tiago,,,mood_post,mood_post,,second_baseline,3.0,4.0,2,4,NEUTRAL,HPVLA,,
3162285.0,,neutral,tiago,,,mood_post,mood_post,,second_baseline,3.0,4.0,2,4,NEUTRAL,HPVLA,,
